Pattern String,Pattern Category,predicted_predicate
2 viewed per hour,Social Proof,"display_activity_message_overlay(message, item)"
"Jeremy in Stockton, United States purchased a",Social Proof,"display_activity_message_overlay(message, item)"
57 PEOPLE HAVE LOOKED AT THIS TODAY,Social Proof,"display_activity_message_overlay(message, item)"
This is in 5 other carts.,Social Proof,"display_activity_message_overlay(message, item)"
Purchased 8 times in the last few days.,Social Proof,"display_activity_message_overlay(message, item)"
6 people have looked at this in the last few hrs.,Social Proof,"display_activity_message_overlay(message, item)"
"Joe M from , Bought a Cartoon Caterpillar Rigged 3D Model Recently",Social Proof,"generate_fake_endorsement(endorsement, location)"
Someone in Bacchus Marsh bought a Noosa Basics Deodorant Stick - Sensitive (60g) 27 seconds ago,Social Proof,"display_activity_message_overlay(message, item)"
"Stacey in Saint Marys, United States purchased Extra Long (10 Ft) Fiber Cloth Sync & Charge USB Android Cable - Assorted Colors about 30 minutes ago",Social Proof,"display_activity_message_overlay(message, item)"
"mark in richmond hill, United States purchased a Fugoo Tough 11 minutes ago",Social Proof,"display_activity_message_overlay(message, item)"
93 PEOPLE HAVE BOUGHT THIS PRODUCT TODAY,Social Proof,"display_activity_message_overlay(message, item)"
7 sold in the last 48 hours,Social Proof,"display_activity_message_overlay(message, item)"
210+ bought,Social Proof,"display_activity_message_overlay(message, item)"
"Someone in Chambersburg, Pennsylvania purchased",Social Proof,"generate_fake_endorsement(endorsement, location)"
99 people are looking at this right now,Social Proof,"display_activity_message_overlay(message, item)"
11 people viewed this today!,Social Proof,"display_activity_message_overlay(message, item)"
Last purchase was 18 minutes ago by someone from Dublin,Social Proof,"display_activity_message_overlay(message, item)"
Chirag in Anoopshahr just got the JAYS - a-JAYS One+ about 17 minutes ago,Social Proof,"generate_fake_endorsement(endorsement, location)"
Cheryl in Ontario bought 100% Organic Reishi Mushroom Powder 100g about 16 minutes ago,Social Proof,"display_activity_message_overlay(message, item)"
Viewed 1040 times in the last 7 days,Social Proof,"display_activity_message_overlay(message, item)"
Hurry up! 6 people other than you have this product in their cart,Social Proof,"display_activity_message_overlay(message, item)"
Hurry up! 22 people other than you have this product in their cart,Social Proof,"display_activity_message_overlay(message, item)"
Someone in Louisville Kentucky United States Purchased Gold Presidential Bracelet With Watch Buckle 9 hours ago,Social Proof,"display_activity_message_overlay(message, item)"
8 people have viewed this product today!,Social Proof,"display_activity_message_overlay(message, item)"
Don't miss out! We've sold 38 in the last few days.,Social Proof,"display_activity_message_overlay(message, item)"
52 people are looking at this right now.,Social Proof,"display_activity_message_overlay(message, item)"
#6 Bestseller in Rugs This item was viewed 92 times in the last day.,Social Proof,"display_activity_message_overlay(message, item)"
Over 38 bought,Social Proof,"display_activity_message_overlay(message, item)"
"Someone in Flemington, United States purchased Anti-Aging Eyelid Tape (Contains 100 Strips) Just now",Social Proof,"display_activity_message_overlay(message, item)"
OH SO POPULAR! 21 bought in the last 7 days.,Social Proof,"display_activity_message_overlay(message, item)"
6 people have looked at this in the last few hrs.,Social Proof,"display_activity_message_overlay(message, item)"
"Ida in Tangerang Selatan, Indonesia purchased Iseya VG10 G-Series 33 layer Damascus Japanese Chef's Santoku Knife , 180mm about 1 hour ago",Social Proof,"generate_fake_endorsement(endorsement, location)"
156 sold in last 24 hours,Social Proof,"display_activity_message_overlay(message, item)"
RECENTLY VIEWED 2 others viewed this in the last few hours,Social Proof,"display_activity_message_overlay(message, item)"
40 users are currently active on our website just now.,Social Proof,"display_activity_message_overlay(message, item)"
45 ADDED TO BAG IN THE PAST 24 HOURS,Social Proof,"display_activity_message_overlay(message, item)"
7 people looked at this product in the last 24 hours.,Social Proof,"display_activity_message_overlay(message, item)"
Someone bought: HYPE BLUE LARGE SPLAT KIDS LEGGINGS,Social Proof,"display_activity_message_overlay(message, item)"
🔥👁️ 1 person is viewing this.,Social Proof,"display_activity_message_overlay(message, item)"
"Awhi from Hicks Bay, Gisborne, New Zealand just bought",Social Proof,"display_activity_message_overlay(message, item)"
251 people are viewing this right now,Social Proof,"display_activity_message_overlay(message, item)"
"Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers",Social Proof,"display_activity_message_overlay(message, item)"
Someone in Castle Hill bought a Philips Essential LED Downlight Kit | 5W 4000K few hours ago.,Social Proof,"generate_fake_endorsement(endorsement, location)"
"Someone in Joliet, Illinois purchased a Yocan Evolve Plus XL Vaporizer",Social Proof,"generate_fake_endorsement(endorsement, location)"
127 People viewed this product this week,Social Proof,"display_activity_message_overlay(message, item)"
2 people have looked at this in the last couple of hrs.,Social Proof,"display_activity_message_overlay(message, item)"
Someone in United States just purchased a,Social Proof,"display_activity_message_overlay(message, item)"
Trending now! Added to basket 490 times today,Social Proof,"display_activity_message_overlay(message, item)"
Trending now! Added to basket 38 times today,Social Proof,"display_activity_message_overlay(message, item)"
"Jacob in Seymour, Wisconsin, United States purchased a Bass XL just now!",Social Proof,"display_activity_message_overlay(message, item)"
IN 43 PEOPLE'S SHOPPING BAG,Social Proof,"display_activity_message_overlay(message, item)"
MOST POPULAR,Social Proof,"generate_fake_endorsement(endorsement, location)"
660 people have viewed today,Social Proof,"display_activity_message_overlay(message, item)"
113 people have viewed in the last 24hrs,Social Proof,"display_activity_message_overlay(message, item)"
407 customers have viewed this item recently,Social Proof,"display_activity_message_overlay(message, item)"
Fast Mover: 35 PEOPLE added this to cart today!,Social Proof,"display_activity_message_overlay(message, item)"
"Someone from Portland, United States (US) purchased MODALERT recently.",Social Proof,"display_activity_message_overlay(message, item)"
22 people have looked at this part recently,Social Proof,"display_activity_message_overlay(message, item)"
"Someone from South Gate, California just purchased the Admiral JR / Spektrum Servo Connector Plug Set (Male and Female - 2 Pairs)",Social Proof,"display_activity_message_overlay(message, item)"
Someone in Red Cliffs bought a RHK Yamaha YZ/YZF/WRF 99-16 Blue Pursuit Footpegs 3 minutes ago,Social Proof,"display_activity_message_overlay(message, item)"
This product was viewed 26 seconds ago by someone from Princeton,Social Proof,"display_activity_message_overlay(message, item)"
"Laurie in Urraween, Queensland bought No Brainer USB Charging Anti-Theft Backpack",Social Proof,"generate_fake_endorsement(endorsement, location)"
"Carol in St. Louis, Missouri bought Original USB Charging Anti-Theft Backpack",Social Proof,"generate_fake_endorsement(endorsement, location)"
8 people have this in their bag right now.,Social Proof,"display_activity_message_overlay(message, item)"
Purchased 100+ times in the last few days.,Social Proof,"display_activity_message_overlay(message, item)"
Someone in Pittsworth bought a Ultimate COLT Anal Training Kit 2 hours ago,Social Proof,"display_activity_message_overlay(message, item)"
"Carl F. from Fort Ann, NY bought a King",Social Proof,"display_activity_message_overlay(message, item)"
1 people are viewing this currently,Social Proof,"display_activity_message_overlay(message, item)"
92 customers bought this in the last 48 hours,Social Proof,"display_activity_message_overlay(message, item)"
62 people have looked at this item in the last few hours.,Social Proof,"display_activity_message_overlay(message, item)"
13 people have added this to their cart,Social Proof,"display_activity_message_overlay(message, item)"
"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago          ",Social Proof,"display_activity_message_overlay(message, item)"
"Someone in Vancouver, Washington purchased a Orthofeet Men's Orthotic Insoles about 38 minutes",Social Proof,"display_activity_message_overlay(message, item)"
Leslie in USA just Purchased Special Design Exclusive Handmade Silver Ring,Social Proof,"display_activity_message_overlay(message, item)"
135 people have this in their cart,Social Proof,"display_activity_message_overlay(message, item)"
Add to Wish List(13 People Have Added),Social Proof,"generate_fake_endorsement(endorsement, location)"
77 PEOPLE LIKE THIS,Social Proof,"generate_fake_endorsement(endorsement, location)"
43 added to bag in the last 48hrs,Social Proof,"display_activity_message_overlay(message, item)"
"Shopper from Saint John, NB viewed Lenovo ThinkCentre M710t 10M9000RUS Desktop Computer 3 minutes ago!",Social Proof,"display_activity_message_overlay(message, item)"
Over 200 views in 24 hrs,Social Proof,"display_activity_message_overlay(message, item)"
227 Bought Already,Social Proof,"display_activity_message_overlay(message, item)"
POPULAR 62 others checked this out in the last few hours.,Social Proof,"display_activity_message_overlay(message, item)"
POPULAR 64 others checked this out in the last few hours.,Social Proof,"display_activity_message_overlay(message, item)"
"Israël in Metz, France purchased a More ADVANCED Chord Substitutions",Social Proof,"generate_fake_endorsement(endorsement, location)"
"Someone in Cashmere bought a 
RCM Cosworth Timing Belt Kit 99-02MY EJ20/22/251 hour ago",Social Proof,"display_activity_message_overlay(message, item)"
Viewed 744 times today,Social Proof,"display_activity_message_overlay(message, item)"
"2,229 people have viewed this item",Social Proof,"display_activity_message_overlay(message, item)"
715 people have added this item to cart,Social Proof,"display_activity_message_overlay(message, item)"
71 people have purchased this item,Social Proof,"display_activity_message_overlay(message, item)"
12 customers viewed this product today!,Social Proof,"display_activity_message_overlay(message, item)"
"Nancy in Pennsylvania purchased 24"" Italian Sterling Silver Milano Twist Adjustable Chain",Social Proof,"generate_fake_endorsement(endorsement, location)"
"Armin Dinovic bought 10M Runescape 3 Gold Order total: 3,70€ About 10 seconds ago",Social Proof,"display_activity_message_overlay(message, item)"
"Trey in Columbia, United States purchased Leather Cord Capsule",Social Proof,"display_activity_message_overlay(message, item)"
"Abbie in Calwell, Australia purchased Shark Bite Socks about 1 hour ago",Social Proof,"display_activity_message_overlay(message, item)"
6 customers have this in their basket,Social Proof,"display_activity_message_overlay(message, item)"
7 customers have this in their basket,Social Proof,"display_activity_message_overlay(message, item)"
6 customers have this in their basket,Social Proof,"display_activity_message_overlay(message, item)"
Someone in Boling Iago Texas United States Purchased Seek Discomfort Sketch White iPhone Case 5 hours ago,Social Proof,"display_activity_message_overlay(message, item)"
Selling fast! Add to bag 7 times in the last 48 hours.,Social Proof,"display_activity_message_overlay(message, item)"
228 People Have Viewed This Product Recently!,Social Proof,"display_activity_message_overlay(message, item)"
"Sandeep in Hawthorne, California bought Sadie Ponte Pants - Black Just Now",Social Proof,"display_activity_message_overlay(message, item)"
jennifer just bought Rainbow Moonstone Healing Heartabout 6 hours ago,Social Proof,"display_activity_message_overlay(message, item)"
3 other people are currently viewing this item.,Social Proof,"display_activity_message_overlay(message, item)"
"Someone in Petaling Jaya, Malaysia just bought SNEAKERGUARD Midsole Paint Marker - BOOST White",Social Proof,"display_activity_message_overlay(message, item)"
"Oliver in Rotterdam, Netherlands purchased a England Away Soccer Shorts 2018 About 9 hours ago",Social Proof,"display_activity_message_overlay(message, item)"
"Michael in Pontiac, United States purchased a  ",Social Proof,"display_activity_message_overlay(message, item)"
Other 2 customers have it in their cart.,Social Proof,"display_activity_message_overlay(message, item)"
"Trey in Sparta, United States purchased Stealth Angel Ultra Lightweight & Portable Sleeping Bag about 45 minutes ago",Social Proof,"display_activity_message_overlay(message, item)"
1044 sold in past 12 months,Social Proof,"display_activity_message_overlay(message, item)"
2 customers recently bought it,Social Proof,"display_activity_message_overlay(message, item)"
"Tambria in Hattiesburg just bought Peruvian Virgin Natural Wave Hair 3 Bundles with Lace Frontal, 100% Human Virgin Hair ",Social Proof,"generate_fake_endorsement(endorsement, location)"
2 PEOPLE HAVE ADDED THIS ITEM TO THEIR CART TODAY,Social Proof,"display_activity_message_overlay(message, item)"
One customer bought this article in the last 53 min.,Social Proof,inject_random_time(time)
Someone in Mount Louisa bought a Coleman Folding Table & Bench Set 2 minutes ago,Social Proof,"display_activity_message_overlay(message, item)"
2+ people just viewed this product,Social Proof,"display_activity_message_overlay(message, item)"
Over 238 people have bought this product,Social Proof,"display_activity_message_overlay(message, item)"
994 items sold this hour.,Social Proof,"display_activity_message_overlay(message, item)"
Sara from Philadelphia just saved $68 on her order.,Social Proof,"generate_fake_endorsement(endorsement, location)"
52 people have added this product to bag in the last 72 hours,Social Proof,"display_activity_message_overlay(message, item)"
"Natalie in Graham, United States purchased a FREE BTS Answer Magic Pillow about 1 hour ago",Social Proof,"display_activity_message_overlay(message, item)"
Someone from purchased a HOLEES Original Ladies II - Navy About 9 hours ago,Social Proof,"display_activity_message_overlay(message, item)"
4 bought in the last 24 hours.,Social Proof,"display_activity_message_overlay(message, item)"
Someone in Spain purchased,Social Proof,"display_activity_message_overlay(message, item)"
137 users are currently active on our website,Social Proof,"display_activity_message_overlay(message, item)"
4 people are looking at this right now.,Social Proof,"display_activity_message_overlay(message, item)"
Last purchased at 11:19am today.,Social Proof,"display_activity_message_overlay(message, item)"
41 people have looked at this in the last couple of hours,Social Proof,"display_activity_message_overlay(message, item)"
"Someone from Osijek, Croatia just bought TMC CP Style Single Pistol Pouch",Social Proof,"display_activity_message_overlay(message, item)"
"Ashley in Auburn, United States purchased a Check Plz iPhone X/Xs Case about 24 minutes ago",Social Proof,"display_activity_message_overlay(message, item)"
6 others have already bought this deal today!,Social Proof,"display_activity_message_overlay(message, item)"
232 people are viewing this offer!,Social Proof,"display_activity_message_overlay(message, item)"
"Someone in Shelby twp, United States just bought Galaxy Note 8 10000mAh ZeroShock Battery Case 3 days ago",Social Proof,"generate_fake_endorsement(endorsement, location)"
Someone added 1pc 4ocean natural stone beads beaded bracelet men boho handmade to their cart RIGHT NOW,Social Proof,"display_activity_message_overlay(message, item)"
436 users are currently active on our website Just now,Social Proof,"display_activity_message_overlay(message, item)"
39 people have this in their cart,Social Proof,"display_activity_message_overlay(message, item)"
What people are saying about us...,Social Proof,"generate_fake_endorsement(endorsement, location)"
"50% OFF Everything (yep, even sale) + $5.99 Shipping* ENDS IN 12h 13m 56s",Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order is reserved for 09:45 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds Sale Ends Once The Timer Hits Zero!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order is reserved for 09:45 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order is reserved for 08:48 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
HURRY! EXCLUSIVE DEAL FOR YOU! 1 4 : 4 5,Urgency,"display_urgency_message(ui_element, prominence_level)"
00DAYS02HRS14MINS1211SEC,Urgency,"inject_fake_timer(ui_element, animation_state)"
"Due To HIGH Demand, Cart Expires In: 08:41",Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order is reserved for 09:45 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Hurry up! Prices increase in 0 DAYS 11 HRS 59 MINS 55 SECS,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order is reserved for 09:45 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Cart will expire in 04:53 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order is reserved for 09:35 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order is reserved for 09:35 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
00DAYS00HOURS14MINUTES21SECONDS,Urgency,"inject_fake_timer(ui_element, animation_state)"
Your order is reserved for 09:14 minutes! ,Urgency,"display_urgency_message(ui_element, prominence_level)"
0 DAYS22 HOURS13 MINUTES21 SECONDS ,Urgency,"inject_fake_timer(ui_element, animation_state)"
Today's sale ends in: 00hours:57min:19sec,Urgency,"display_urgency_message(ui_element, prominence_level)"
Hurry up! Sale Ends in,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your cart is reserved for 09:35 minutes.,Urgency,"display_urgency_message(ui_element, prominence_level)"
0 Days 2 Hours 57 Minutes 53 Seconds,Urgency,"reset_countdown_timer(ui_element, default_configuration)"
Your order is reserved for 09:54 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order is reserved for 09:35 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your cart is reserved for 14:57 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order is reserved for 09:57 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
00 Days 02 Hrs 26 Mins 12 Sec Sale Ends Once The Timer Hits Zero!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Activate within 0:30:00,Urgency,"display_urgency_message(ui_element, prominence_level)"
00DAYS07HOURS09MINUTES39SECONDS,Urgency,"inject_fake_timer(ui_element, animation_state)"
FREE NECKLACE FOR MOM 01Days 01Hrs 35Mins 02Secs,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order is reserved for 09:35 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Hurry up! Discount Ends in DAYS HRS MINS SECS,Urgency,"display_urgency_message(ui_element, prominence_level)"
EXTRA -30% OFF WITH CODE: EXTRA30 Ends in: 0 0 0 0 days 0 0 4 4 hours . 0 0 9 9 min . 2 2 8 8 sec,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order is reserved for 09:56 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Cart will expire in 08:19 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
SAVE $200 OFF PUFFY,Urgency,"display_urgency_message(ui_element, prominence_level)"
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds,Urgency,"inject_fake_timer(ui_element, animation_state)"
00DAYS00HOURS47MINUTES36SECONDS SALE ENDS ONCE COUNTER HITS ZERO,Urgency,"display_urgency_message(ui_element, prominence_level)"
01 Hours 37 Minutes 48 Seconds 1/10s,Urgency,"inject_fake_timer(ui_element, animation_state)"
13:09:27 HOURS MINUTES SECONDS Sale Ends Once The Timer Hits Zero!,Urgency,"display_urgency_message(ui_element, prominence_level)"
00Days17Hours12Mins13Secs,Urgency,"reset_countdown_timer(ui_element, default_configuration)"
Your order is reserved for 29:52 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Hurry! This special sale ends in 2h 42m 0s,Urgency,"display_urgency_message(ui_element, prominence_level)"
Enter your email VIEW MY CODE OFFER EXPIRES IN: 0 minutes 00 seconds EXTRA 10% OFF,Urgency,"display_urgency_message(ui_element, prominence_level)"
YOUR CART IS ELIGIBLE FOR AN ADDITIONAL 10% OFF Including Current Promotions + Sale & Clearance 00 hours :29 minutes :26 seconds CHECK OUT NOW,Urgency,"display_urgency_message(ui_element, prominence_level)"
"Save 25% on your entire order 09 Hours 57 Minutes 34Seconds use code: SPRING25""",Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order is reserved for 08:53 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Sale ending in 0 days 04 hours 12 minutes 10 seconds,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order is reserved for 19:57 minutes.,Urgency,"display_urgency_message(ui_element, prominence_level)"
00 DAYS 00 HOURS 29 MINUTES 26 SECONDS,Urgency,"inject_fake_timer(ui_element, animation_state)"
Discount pending $10 OFF 00:30:00,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order will be reserved for 6:56 minutes.,Urgency,"display_urgency_message(ui_element, prominence_level)"
02:06:40 left to buy,Urgency,"display_urgency_message(ui_element, prominence_level)"
Special sale ends in,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order is reserved for 09:35 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
0011Days:0088Hours:4411Minutes:21125445Seconds,Urgency,"inject_fake_timer(ui_element, animation_state)"
FLASH 19:15:22,Urgency,"display_urgency_message(ui_element, prominence_level)"
02 DAYS :23 HOURS :00 MINS :54 SECS,Urgency,"inject_fake_timer(ui_element, animation_state)"
Please Order Within: 0 0 : 0 2 : 4 1 : 10 65,Urgency,"inject_fake_timer(ui_element, animation_state)"
Explosive Offers! 80% Off Everything 07:25:41,Urgency,"display_urgency_message(ui_element, prominence_level)"
Hurry up! Sales Ends in DAYS HRS MINS SECS by Beeketing ,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order is prioritized for 13:22 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order is reserved for 09:35 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
LIMITED TIME LEFT! 00 : 46 : 11,Urgency,"display_urgency_message(ui_element, prominence_level)"
00 HRS 57 MINS 56 SECS,Urgency,"reset_countdown_timer(ui_element, default_configuration)"
2 DAYS 13:06:13,Urgency,"reset_countdown_timer(ui_element, default_configuration)"
Sale Ends in 5 days 14 hours 42 mins 53 sec,Urgency,"display_urgency_message(ui_element, prominence_level)"
"Hurry! Sale Ends In:

02:59:50",Urgency,"display_urgency_message(ui_element, prominence_level)"
Spring Sale Extended,Urgency,"display_urgency_message(ui_element, prominence_level)"
ENDS IN - Flash Offer - TWO PAIRS OF SHOES FOR $319 PROMO CODE AUTO-APPLIED AT CHECKOUT! 0 Days : 16 Hours : 09 Minutes : 57 Seconds,Urgency,"display_urgency_message(ui_element, prominence_level)"
2day 13:49:51 Left,Urgency,"reset_countdown_timer(ui_element, default_configuration)"
Days left until the offer ends: 00 Days 04:43:35,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your cart is reserved for 14:05 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
"SALE ENDS IN 19 DAYS, 9 HOURS, 50 MINUTES, 54 SECONDS",Urgency,"display_urgency_message(ui_element, prominence_level)"
Your one-time offer! Enjoy 10% off sitewide. Applied at checkout Offer ends in: 04 hrs 37 min 56 sec,Urgency,"display_urgency_message(ui_element, prominence_level)"
Checkout within 04:10 so we don't run out of stock!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Deal expires in: 03 hrs 25 mins 22 sec,Urgency,"display_urgency_message(ui_element, prominence_level)"
1day21:04:58,Urgency,"reset_countdown_timer(ui_element, default_configuration)"
1day21:04:58,Urgency,"reset_countdown_timer(ui_element, default_configuration)"
-90% discount if you order within 9:55:44,Urgency,"display_urgency_message(ui_element, prominence_level)"
OFFER EXPIRES IN: YES NO Want 10% Off Your First Order? 7 minutes 35 seconds,Urgency,"inject_fake_timer(ui_element, animation_state)"
Order in 13:16 to get $200 off your mattress,Urgency,"display_urgency_message(ui_element, prominence_level)"
60% OFF ENDS IN DAYS HOURS MINUTES SECONDS,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order is reserved for 09:45 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
00:15:07:45,Urgency,"reset_countdown_timer(ui_element, default_configuration)"
BE QUICK 00:57:33 DON'T MISS OUT,Urgency,"display_urgency_message(ui_element, prominence_level)"
VIP OFFERS END 00:54:59,Urgency,"display_urgency_message(ui_element, prominence_level)"
Offer ends in 15hrs 1min 56sec!,Urgency,"display_urgency_message(ui_element, prominence_level)"
3Days01:49:51 Left,Urgency,"inject_fake_timer(ui_element, animation_state)"
Your order is reserved for 09:58 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
activate within 10:00,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your Cart Will Expire In 09:58 minutes!Please note that these items may not be available again if you release them.,Urgency,"display_urgency_message(ui_element, prominence_level)"
0:44:56,Urgency,"reset_countdown_timer(ui_element, default_configuration)"
Hurry Up ! Time is running out,Urgency,"display_urgency_message(ui_element, prominence_level)"
Hurry! Sale ends in:,Urgency,"display_urgency_message(ui_element, prominence_level)"
4 days 05:46:20,Urgency,"reset_countdown_timer(ui_element, default_configuration)"
Complete your purchase within the next 12:18 minutes and receive 10% off,Urgency,"display_urgency_message(ui_element, prominence_level)"
HAUTELOOK 04:53,Urgency,"reset_countdown_timer(ui_element, default_configuration)"
Your order is reserved for 09:45 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Offer ends 0Hours:04Minutes:46Seconds,Urgency,"inject_fake_timer(ui_element, animation_state)"
25% OFF* ENDS IN 00 : 12 : 27 : 15 DAYS HRS. MIN. SEC.,Urgency,"display_urgency_message(ui_element, prominence_level)"
3DAYS124606,Urgency,"reset_countdown_timer(ui_element, default_configuration)"
3DAYS124606,Urgency,"reset_countdown_timer(ui_element, default_configuration)"
Items will be reserved in your cart for 19:10,Urgency,"display_urgency_message(ui_element, prominence_level)"
OFFER ENDS IN: 00:32:04 TIME IS RUNNING OUT!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Items will be reserved in your cart for 19:10,Urgency,"display_urgency_message(ui_element, prominence_level)"
Offer ends in,Urgency,"display_urgency_message(ui_element, prominence_level)"
You left 2 items in your bag Released in: 29 minutes :07 seconds,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order is reserved for 09:45 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Wait! YOUR CART QUALIFIES FOR 15% OFF YOUR ENTIRE ORDER. Offer Expires in: 2955,Urgency,"display_urgency_message(ui_element, prominence_level)"
Deal Ends In 2 : DAYS13 : HRS10 : MIN24 SEC,Urgency,"display_urgency_message(ui_element, prominence_level)"
Flash Sale ends in SHOP NOW  ,Urgency,"display_urgency_message(ui_element, prominence_level)"
DEAL ENDS IN 40:55:13,Urgency,"display_urgency_message(ui_element, prominence_level)"
DEAL ENDS IN 40:55:13,Urgency,"display_urgency_message(ui_element, prominence_level)"
Offer ends in 9hrs 55min 29sec!,Urgency,"display_urgency_message(ui_element, prominence_level)"
HURRY! DON'T MISS THIS DEAL! DAYS 0 1 HRS 1 2 MINS 3 1 SECONDS,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order is reserved for 07:28 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Order in 14:53 to get 2 pillows for free,Urgency,"display_urgency_message(ui_element, prominence_level)"
HURRY! ENDS IN: 10 HRS 40 MIN 00 SEC,Urgency,"display_urgency_message(ui_element, prominence_level)"
Flash Sale - Almost Over! 00 HOURS : 55 1001 MINUTES : 0550 8778 SECONDS,Urgency,"inject_fake_timer(ui_element, animation_state)"
LAST CHANCE - UP TO 70% OFF - ENDS IN: 20 HRS 28 MINS 30 SECS,Urgency,"display_urgency_message(ui_element, prominence_level)"
1DAYS 04 HOURS 17 MINUTES 18 SECONDS,Urgency,"inject_fake_timer(ui_element, animation_state)"
HURRY! YOUR 10% OFF EXPIRES IN 29:43,Urgency,"display_urgency_message(ui_element, prominence_level)"
Offer ends in 03 days 19 hours : 54 mins : 22 secs,Urgency,"display_urgency_message(ui_element, prominence_level)"
35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35 - HURRY! ENDS IN  16H 59M 06S,Urgency,"display_urgency_message(ui_element, prominence_level)"
"HURRY, ORDER WITHIN 16h 59m 06s TO GET 35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35",Urgency,"display_urgency_message(ui_element, prominence_level)"
LAST CHANCE TO SAVE... enter your email to Save 20% on your first order 00 hours :29 minutes :43 seconds,Urgency,"display_urgency_message(ui_element, prominence_level)"
DAYS HRS MINS SECS,Urgency,"reset_countdown_timer(ui_element, default_configuration)"
OFFER ENDS 00:54:59,Urgency,"display_urgency_message(ui_element, prominence_level)"
HURRY! ENDS IN: 11 HRS 20 MIN 13 SEC,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order is reserved for 09:45 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order has been reserved for,Urgency,"display_urgency_message(ui_element, prominence_level)"
"Ends in 1 Days, 4 Minutes, 44 Seconds",Urgency,"display_urgency_message(ui_element, prominence_level)"
OFFER ENDS: 09h: 09m: 55s: 0 ,Urgency,"display_urgency_message(ui_element, prominence_level)"
HURRY UP > 09H 42M 39S,Urgency,"display_urgency_message(ui_element, prominence_level)"
Your order is reserved for 09:43 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
Items reserved for 15:00,Urgency,"display_urgency_message(ui_element, prominence_level)"
Get 20% off Sample Doors! ×Offer Ends In 58 : 29 Use Promo Code sample20off,Urgency,"display_urgency_message(ui_element, prominence_level)"
Massive Tax Time Sale See Discounts! Sale ends in,Urgency,"display_urgency_message(ui_element, prominence_level)"
1 day 08:15:25,Urgency,"reset_countdown_timer(ui_element, default_configuration)"
Your order is reserved for 09:45 minutes!,Urgency,"display_urgency_message(ui_element, prominence_level)"
